date,item_id,shop_id,item_price,item_cnt_day,category_id,weekofyear,year,isweekend,trend,seasonal,resid
2013-01-01,2308,0,6392.0,11.0,240,1,2013,0,9.143650681,-0.560442089,2.416791408
2013-01-01,2808,0,7992.0,16.0,240,1,2013,0,20.5500541,0.60635619,-5.156410288
2013-01-01,5822,0,3881.0,9.0,140,1,2013,0,8.751977586,-1.252496341,1.500518755
2013-01-01,7856,0,1598.0,2.0,56,1,2013,0,12.56473556,1.264547087,-11.82928265
2013-01-01,17717,0,499.0,1.0,79,1,2013,0,2.870295743,-1.856959239,-0.013336504
2013-01-02,2308,0,8789.0,12.0,330,1,2013,0,9.117563882,-0.907600247,3.790036366
2013-01-02,2808,0,7992.0,10.0,240,1,2013,0,20.48791167,-1.2431161,-9.244795573
2013-01-02,5822,0,3996.0,4.0,140,1,2013,0,8.794759603,-1.601844102,-3.192915501
2013-01-02,7856,0,11821.0,18.0,420,1,2013,0,12.56112535,-0.676425662,6.115300311
2013-01-02,17717,0,1398.0,2.0,158,1,2013,0,2.92000793,-0.412731249,-0.507276681
2013-01-03,2308,0,9339.0,13.0,330,1,2013,0,9.091477082,-0.804964462,4.71348738
2013-01-03,2808,0,12986.5,16.0,390,1,2013,0,20.42576925,-0.802128127,-3.62364112
2013-01-03,5822,0,10325.0,15.0,350,1,2013,0,8.83754162,1.290125345,4.872333034
2013-01-03,7856,0,7990.0,15.0,280,1,2013,0,12.55751514,-1.360760777,3.803245639
2013-01-03,17717,0,2948.0,5.0,237,1,2013,0,2.969720117,-1.809215725,3.839495608
2013-01-04,2308,0,1698.0,2.0,60,1,2013,0,9.065390283,-0.274698817,-6.790691467
2013-01-04,2808,0,6993.0,11.0,210,1,2013,0,20.36362682,-0.554658823,-8.808967998
2013-01-04,5822,0,9441.0,14.0,315,1,2013,0,8.880323638,0.629332398,4.490343964
2013-01-04,7856,0,7191.0,11.0,252,1,2013,0,12.55390493,-0.461593868,-1.092311058
2013-01-04,17717,0,3497.0,3.0,237,1,2013,0,3.019432304,-0.36161057,0.342178266
2013-01-05,2308,0,5191.5,8.0,240,1,2013,1,9.039303484,1.147567319,-2.186870804
2013-01-05,2808,0,8991.0,11.0,270,1,2013,1,20.3014844,0.350546342,-9.652030738
2013-01-05,5822,0,7133.0,12.0,245,1,2013,1,8.923105655,0.056020648,3.020873697
2013-01-05,7856,0,8789.0,15.0,308,1,2013,1,12.55029471,0.184085616,2.265619671
2013-01-05,17717,0,1196.0,13.0,395,1,2013,1,3.069144491,2.456667018,7.474188491
2013-01-05,20949,0,87.97,115.0,1278,1,2013,1,141.0830653,-16.82185251,-9.261212737
2013-01-06,2308,0,6889.0,13.0,330,1,2013,1,9.013216685,2.408186387,1.578596928
2013-01-06,2808,0,14985.0,17.83453981,450,1,2013,1,20.23934197,0.041586435,-2.446388592
2013-01-06,5822,0,7218.5,10.0,245,1,2013,1,8.965887672,-1.236965034,2.271077362
2013-01-06,7856,0,4794.0,6.0,168,1,2013,1,12.5466845,-1.340870603,-5.205813898
2013-01-06,17717,0,699.0,2.0,158,1,2013,1,3.118856678,1.256232477,-2.375089155
2013-01-06,20949,0,191.0,397.0,2769,1,2013,1,142.0488897,17.76818715,237.1829231
2013-01-07,2308,0,1697.0,4.0,90,2,2013,0,8.987129886,-1.287712123,-3.699417764
2013-01-07,2808,0,9990.0,18.0,300,2,2013,0,20.17719955,-0.671906983,-1.505292563
2013-01-07,5822,0,8392.0,8.0,280,2,2013,0,9.00866969,2.082276092,-3.090945782
2013-01-07,7856,0,5429.0,13.0,196,2,2013,0,12.54307429,2.39679199,-1.939866279
2013-01-07,17717,0,849.0,2.0,158,2,2013,0,3.168568865,2.183275838,-3.351844703
2013-01-07,20949,0,194.0,224.0,2840,2,2013,0,143.0147142,13.15470118,67.83058462
2013-01-08,2308,0,2596.0,4.0,120,2,2013,0,8.961043087,-1.225478691,-3.735564396
2013-01-08,2808,0,4994.9,6.0,150,2,2013,0,20.11505712,-0.077184878,-14.03787224
2013-01-08,4870,0,3994.5,5.0,115,2,2013,0,8.600793116,0.504169377,-4.104962493
2013-01-08,5822,0,4196.0,4.0,140,2,2013,0,9.051451707,-0.739320159,-4.312131548
2013-01-08,7856,0,10387.0,16.0,364,2,2013,0,12.53946408,0.178107463,3.282428461
2013-01-08,17717,0,498.0,2.0,158,2,2013,0,3.218281052,-0.554629123,-0.663651929
2013-01-08,20949,0,176.0,191.0,2556,2,2013,0,143.9805387,-3.053336081,50.07279741
2013-01-09,2308,0,5192.0,8.0,240,2,2013,0,8.934956288,-0.419412663,-0.515543625
2013-01-09,2808,0,11724.0,17.77645764,360,2,2013,0,20.05291469,2.075156574,-4.351613627
2013-01-09,4181,0,10989.0,15.0,825,2,2013,0,10.0353006,-1.750761622,6.715461019
2013-01-09,4870,0,14087.0,9.131801693,414,2,2013,0,8.649750991,-0.198535642,0.680586344
2013-01-09,5822,0,12464.0,17.0,420,2,2013,0,9.094233725,0.011425355,7.89434092
2013-01-09,7856,0,7990.0,13.0,280,2,2013,0,12.53585386,0.257550709,0.206595427
2013-01-09,17717,0,270.0,3.0,79,2,2013,0,3.267993239,1.273591579,-1.541584818
2013-01-09,20949,0,189.0,324.0,2769,2,2013,0,144.9463631,-14.92269812,193.976335
2013-01-10,2308,0,3894.0,6.0,180,2,2013,0,8.908869489,-0.211504053,-2.697365436
2013-01-10,2808,0,8991.0,18.0,270,2,2013,0,19.99077227,-0.741195073,-1.249577196
2013-01-10,3732,0,97885.0,22.79863014,722,2,2013,0,17.26358803,0.552764957,4.982277149
2013-01-10,3734,0,20377.0,20.0,184,2,2013,0,13.08390291,1.018708464,5.897388622
2013-01-10,4181,0,6157.0,7.0,450,2,2013,0,10.05501284,-0.935286906,-2.119725933
2013-01-10,4870,0,3995.0,7.0,115,2,2013,0,8.698708867,-1.670014586,-0.028694281
2013-01-10,5822,0,7343.0,10.0,245,2,2013,0,9.137015742,0.784505567,0.078478691
2013-01-10,7856,0,4794.0,9.0,168,2,2013,0,12.53224365,0.005958288,-3.53820194
2013-01-10,17717,0,2980.0,2.0,158,2,2013,0,3.317705426,0.732885155,-2.050590581
2013-01-10,20949,0,189.0,211.0,2769,2,2013,0,145.9121876,-1.818431383,66.90624376
2013-01-11,2308,0,3245.0,6.0,150,2,2013,0,8.88278269,0.228574925,-3.111357615
2013-01-11,2808,0,6993.0,9.0,210,2,2013,0,19.92862984,0.458994258,-11.3876241
2013-01-11,3732,0,61961.0,22.58602552,456,2,2013,0,17.21430898,-1.152940522,6.524657059
2013-01-11,3734,0,67159.0,15.83875339,598,2,2013,0,13.05473959,-0.168620827,2.952634622
2013-01-11,4181,0,7630.0,8.0,525,2,2013,0,10.07472508,-0.427504498,-1.647220578
2013-01-11,4870,0,7695.0,13.0,230,2,2013,0,8.747666743,-0.069932961,4.322266218
2013-01-11,5822,0,9441.0,14.0,315,2,2013,0,9.179797759,-2.584727161,7.404929402
2013-01-11,7856,0,6392.0,9.0,224,2,2013,0,12.52863344,0.388326711,-3.91696015
2013-01-11,17717,0,299.0,1.0,79,2,2013,0,3.367417613,3.122358872,-5.489776485
2013-01-11,20949,0,191.0,316.0,2769,2,2013,0,146.8780121,14.77714616,154.3448417
2013-01-12,2308,0,5062.0,8.0,240,2,2013,1,8.856695891,-0.357257663,-0.499438228
2013-01-12,2808,0,10989.0,13.0,330,2,2013,1,19.86648742,2.462943822,-9.32943124
2013-01-12,3732,0,46367.0,25.0,342,2,2013,1,17.16502994,-1.139947343,8.974917407
2013-01-12,3734,0,49381.0,15.79110942,437,2,2013,1,13.02557627,-1.37824267,4.143775821
2013-01-12,4181,0,9900.0,11.0,750,2,2013,1,10.09443731,-0.853015359,1.758578047
2013-01-12,4870,0,11186.0,21.0,322,2,2013,1,8.796624618,1.519184153,10.68419123
2013-01-12,5822,0,11415.0,18.0,385,2,2013,1,9.222579777,0.53193113,8.245489094
2013-01-12,7856,0,10059.0,17.0,364,2,2013,1,12.52502323,-0.663111103,5.138087876
2013-01-12,17717,0,299.0,1.0,79,2,2013,1,3.4171298,1.176082535,-3.593212335
2013-01-12,20949,0,204.0,351.0,2982,2,2013,1,147.8438366,-1.094492585,204.250656
2013-01-13,2308,0,14160.0,7.453831041,540,2,2013,1,8.830609092,0.562648715,-1.939426765
2013-01-13,2808,0,15984.0,21.0,480,2,2013,1,19.80434499,3.052646234,-1.856991226
2013-01-13,5822,0,6993.0,14.0,245,2,2013,1,9.265361794,0.075465106,4.6591731
2013-01-13,7856,0,9424.0,17.0,336,2,2013,1,12.52141301,1.011347128,3.467239858
2013-01-13,17717,0,1239.0,1.0,79,2,2013,1,3.466841987,3.476150498,-5.942992485
2013-01-14,2308,0,8788.5,12.0,330,3,2013,0,8.804522293,0.100212661,3.095265047
2013-01-14,2808,0,11724.0,18.0,360,3,2013,0,19.74220257,3.314727447,-5.056930014
2013-01-14,5822,0,2997.0,3.0,105,3,2013,0,9.308143811,-0.427635533,-5.880508278
2013-01-14,7856,0,5429.0,12.0,196,3,2013,0,12.5178028,-0.029711874,-0.488090927
2013-01-14,17717,0,1499.0,1.0,79,3,2013,0,3.516554174,-2.139080612,-0.377473562
2013-01-15,2308,0,13362.0,7.437577437,510,3,2013,0,8.778435494,-1.224173306,-0.116684751
2013-01-15,2808,0,10625.0,16.0,330,3,2013,0,19.68006014,0.722734429,-4.402794571
2013-01-15,5822,0,4880.0,10.0,175,3,2013,0,9.350925829,0.622148443,0.026925729
2013-01-15,7856,0,7826.0,14.0,280,3,2013,0,12.51419259,0.298919432,1.186887979
2013-01-16,2308,0,8347.0,13.0,330,3,2013,0,8.752348695,-0.689913169,4.937564475
2013-01-16,2808,0,15720.0,21.0,480,3,2013,0,19.61791772,3.486841259,-2.104758974
2013-01-16,5822,0,3996.0,6.0,140,3,2013,0,9.393707846,0.779741236,-4.173449082
2013-01-16,7856,0,7027.0,16.0,252,3,2013,0,12.51058238,-1.111821731,4.601239354
2013-01-16,17717,0,1298.0,3.0,158,3,2013,0,3.566266361,-1.610493527,1.044227166
2013-01-17,2308,0,10965.0,7.424254822,420,3,2013,0,8.726261896,-0.319702222,-0.982304852
2013-01-17,2808,0,10525.0,14.0,330,3,2013,0,19.55577529,0.446632262,-6.002407552
2013-01-17,5822,0,1998.0,2.0,70,3,2013,0,9.436489863,0.178602907,-7.61509277
2013-01-17,7856,0,8145.0,11.0,308,3,2013,0,12.50697216,0.265392572,-1.772364736
2013-01-17,17717,0,714.0,2.0,158,3,2013,0,3.615978548,-1.209728596,-0.406249952
2013-01-18,2308,0,9366.5,16.0,360,3,2013,0,8.700175097,0.371403308,6.928421595
2013-01-18,2808,0,13722.0,15.0,420,3,2013,0,19.49363286,-1.567792765,-2.9258401
2013-01-18,5822,0,3995.5,4.0,140,3,2013,0,9.479271881,-0.025615014,-5.453656867
2013-01-18,7856,0,8789.0,13.0,308,3,2013,0,12.50336195,-0.253648186,0.750286234
2013-01-18,17717,0,599.0,1.0,79,3,2013,0,3.665690735,0.827089879,-3.492780614
2013-01-19,2308,0,14161.0,7.413866074,540,3,2013,1,8.674088298,-0.349841303,-0.910380921
2013-01-19,2808,0,15984.0,25.0,480,3,2013,1,19.43149044,-2.382326117,7.950835677
2013-01-19,5822,0,7777.1,12.0,280,3,2013,1,9.522053898,1.122726654,1.355219447
2013-01-19,7856,0,7826.0,13.0,280,3,2013,1,12.49975174,-1.823802304,2.324050565
2013-01-19,17717,0,2223.0,3.0,158,3,2013,1,3.715402922,2.28172769,-2.997130612
2013-01-20,2308,0,15180.83,7.389714665,570,3,2013,1,8.648001499,-0.010433906,-1.247852927
2013-01-20,2808,0,19780.0,29.0,600,3,2013,1,19.36934801,0.558142072,9.072509915
2013-01-20,5822,0,4995.0,6.0,175,3,2013,1,9.564835915,-0.292758403,-3.272077512
2013-01-20,7856,0,10387.0,15.0,364,3,2013,1,12.49614153,-0.372649681,2.876508153
2013-01-20,17717,0,2727.0,3.0,237,3,2013,1,3.765115109,0.264300618,-1.029415727
2013-01-21,2308,0,8788.5,14.0,330,4,2013,0,8.6219147,-0.461517466,5.839602766
2013-01-21,2808,0,14193.0,24.0,450,4,2013,0,19.30720559,-1.310019269,6.002813681
2013-01-21,5822,0,3996.0,5.0,140,4,2013,0,9.607617933,-1.590202358,-3.017415575
2013-01-21,7856,0,7027.0,12.0,252,4,2013,0,12.49253131,0.115518172,-0.608049486
2013-01-21,17717,0,714.0,2.0,158,4,2013,0,3.814827296,-0.852929873,-0.961897423
2013-01-22,2308,0,7327.0,10.0,300,4,2013,0,8.595827901,0.546748073,0.857424026
2013-01-22,2808,0,14985.0,23.0,450,4,2013,0,19.24506316,-1.390001403,5.14493824
2013-01-22,5822,0,3881.0,10.0,140,4,2013,0,9.65039995,-0.059231755,0.408831805
2013-01-22,7856,0,7826.0,11.0,280,4,2013,0,12.4889211,1.597334724,-3.086255826
2013-01-23,2308,0,4573.0,7.0,180,4,2013,0,8.569741101,0.255389872,-1.825130974
2013-01-23,2808,0,7728.0,9.0,240,4,2013,0,19.18292074,-2.635329221,-7.547591517
2013-01-23,5822,0,2997.0,4.0,105,4,2013,0,9.693181967,-0.203492783,-5.489689184
2013-01-23,7856,0,11022.0,17.0,392,4,2013,0,12.48531089,1.342684074,3.172005036
2013-01-23,17717,0,978.0,7.0,395,4,2013,0,3.864539483,-1.605144731,4.740605249
2013-01-24,2308,0,10744.0,7.368486487,420,4,2013,0,8.543654302,-0.020046795,-1.15512102
2013-01-24,2808,0,14721.0,20.0,450,4,2013,0,19.12077831,-2.168533542,3.04775523
2013-01-24,5822,0,2997.0,5.0,105,4,2013,0,9.735963985,0.279136148,-5.015100133
2013-01-24,7856,0,7027.0,13.0,252,4,2013,0,12.48170068,1.259348394,-0.741049072
2013-01-24,17717,0,1395.0,7.0,395,4,2013,0,3.91425167,1.291472844,1.794275486
2013-01-25,2308,0,12563.0,7.355096002,480,4,2013,0,8.517567503,-1.064577312,-0.097894189
2013-01-25,2808,0,18189.0,28.0,570,4,2013,0,19.05863589,0.848490149,8.092873965
2013-01-25,5822,0,3881.0,6.0,140,4,2013,0,9.778746002,-0.414716553,-3.36402945
2013-01-25,7856,0,9424.0,16.0,336,4,2013,0,12.47809047,0.268998955,3.25291058
2013-01-25,17717,0,396.0,9.0,316,4,2013,0,3.963963857,-2.856252041,7.892288184
2013-01-26,2308,0,13362.0,7.343657001,510,4,2013,1,8.491480704,-0.208709661,-0.939114043
2013-01-26,2808,0,22448.25,17.67901861,690,4,2013,1,18.99649346,1.432959262,-2.750434111
2013-01-26,5822,0,4995.0,9.0,175,4,2013,1,9.821528019,1.855484821,-2.677012841
2013-01-26,7856,0,7990.0,15.0,280,4,2013,1,12.47448025,-0.299285708,2.824805455
2013-01-26,17717,0,2193.0,13.0,553,4,2013,1,4.013676044,-0.211469582,9.197793539
2013-01-27,2308,0,13523.0,7.324348216,510,4,2013,1,8.496317686,0.1528798,-1.32484927
2013-01-27,2808,0,20514.5,34.0,630,4,2013,1,17.58940737,-0.701187115,17.11177974
2013-01-27,5822,0,3880.5,5.0,140,4,2013,1,9.663461538,-0.13548111,-4.527980428
2013-01-27,7856,0,4794.0,9.0,168,4,2013,1,12.41346154,-0.805338344,-2.608123194
2013-01-27,17717,0,1494.0,18.0,474,4,2013,1,4.063388231,2.62488945,11.31172232
2013-01-28,2308,0,10805.2,14.0,420,5,2013,0,8.413166494,1.075416462,4.511417043
2013-01-28,2808,0,7658.8,10.0,240,5,2013,0,17.80579975,-1.183475804,-6.622323951
2013-01-28,5822,0,3896.0,5.0,140,5,2013,0,10.05769231,0.992339557,-6.050031864
2013-01-28,7856,0,1434.0,2.0,56,5,2013,0,12.59615385,0.730437994,-11.32659184
2013-01-28,17717,0,2596.0,6.0,316,5,2013,0,4.113100418,1.018130419,0.868769163
2013-01-29,2308,0,7191.0,10.0,270,5,2013,0,8.31038171,-0.593091352,2.282709642
2013-01-29,2808,0,12523.0,16.0,390,5,2013,0,17.96449983,-1.071580442,-0.892919388
2013-01-29,5822,0,3881.0,6.0,140,5,2013,0,10.23076923,-0.191873466,-4.038895764
2013-01-29,7856,0,5265.0,8.0,196,5,2013,0,12.52884615,-1.063415436,-3.465430718
2013-01-29,17717,0,845.0,11.0,395,5,2013,0,4.490384615,2.844783474,3.66483191
2013-01-30,2308,0,6970.0,11.0,270,5,2013,0,8.292540049,0.264147163,2.443312789
2013-01-30,2808,0,12723.0,29.0,390,5,2013,0,18.22411522,-1.232245767,12.00813055
2013-01-30,5822,0,3881.0,6.0,140,5,2013,0,10.22115385,-0.768769375,-3.452384471
2013-01-30,7856,0,6228.0,11.0,224,5,2013,0,12.47115385,-1.510762365,0.039608519
2013-01-30,17717,0,2124.0,10.0,474,5,2013,0,4.528846154,-1.082187112,6.553340958
2013-01-31,2308,0,9588.0,14.0,360,5,2013,0,8.369463125,1.119954485,4.510582389
2013-01-31,2808,0,12723.0,16.0,390,5,2013,0,18.44526906,-0.090860224,-2.354408838
2013-01-31,5822,0,1998.0,2.0,70,5,2013,0,10.13461538,-0.06628675,-8.068328635
2013-01-31,7856,0,7826.0,10.0,280,5,2013,0,12.45192308,0.970203379,-3.422126456
2013-01-31,17717,0,990.0,1.0,79,5,2013,0,4.538461538,1.51908617,-5.057547709
2013-02-01,2308,0,22151.0,7.30109119,840,5,2013,0,8.340616972,-0.981819862,-0.05770592
2013-02-01,2808,0,24971.67,17.65800415,750,5,2013,0,18.48532156,-2.005787993,1.178470583
2013-02-01,5822,0,13986.0,18.0,490,5,2013,0,10.04807692,-1.038159961,8.990083038
2013-02-01,7856,0,11985.0,19.0,420,5,2013,0,12.47115385,0.550668854,5.9781773
2013-02-01,17717,0,2595.0,7.0,395,5,2013,0,4.509615385,0.909334658,1.581049957
2013-02-02,2308,0,16336.83,7.252271044,630,5,2013,1,8.311770818,-0.028385975,-1.031113799
2013-02-02,2808,0,12723.0,18.0,390,5,2013,1,18.47729714,-0.736161047,0.258863905
2013-02-02,5822,0,2997.0,4.0,105,5,2013,1,10.10576923,-2.531581256,-3.574187975
2013-02-02,7856,0,8789.0,15.0,308,5,2013,1,12.51923077,-0.178736994,2.659506225
2013-02-02,17717,0,5883.0,7.0,474,5,2013,1,4.384615385,1.096866934,1.518517681
2013-02-03,2308,0,12464.0,7.227960898,450,5,2013,1,8.380317856,-0.490517208,-0.66183975
2013-02-03,2808,0,16719.0,20.0,510,5,2013,1,18.58766678,-1.580010378,2.992343596
2013-02-03,5822,0,11539.0,14.0,385,5,2013,1,10.30769231,0.814741797,2.877565896
2013-02-03,7856,0,7190.5,14.0,252,5,2013,1,12.47294754,-0.495142978,2.022195436
2013-02-03,17717,0,6665.0,6.0,474,5,2013,1,4.317307692,-0.836113513,2.518805821
2013-02-04,2308,0,7370.0,9.0,270,6,2013,0,8.401622385,-0.400415576,0.998793191
2013-02-04,2808,0,11988.0,15.0,360,6,2013,0,18.78672433,-0.600370318,-3.186354012
2013-02-04,5822,0,6294.0,8.0,210,6,2013,0,10.31730769,-2.756278303,0.43897061
2013-02-04,7856,0,4630.0,7.0,168,6,2013,0,12.4362797,-1.153743022,-4.282536677
2013-02-04,17717,0,1499.0,1.0,79,6,2013,0,4.355769231,-2.221486398,-1.134282833
2013-02-05,2308,0,6239.5,11.0,300,6,2013,0,8.403169241,-0.082173911,2.67900467
2013-02-05,2808,0,9990.0,13.0,300,6,2013,0,18.8369507,-1.021762145,-4.815188553
2013-02-05,5822,0,9317.0,13.0,315,6,2013,0,10.25,2.823253286,-0.073253286
2013-02-05,7856,0,6392.0,10.0,224,6,2013,0,12.53243355,-0.407440367,-2.124993178
2013-02-05,17717,0,547.0,3.0,237,6,2013,0,4.346153846,-1.502616487,0.156462641
2013-02-05,20949,0,79.97,94.0,1136,6,2013,0,148.809661,-4.125039461,-50.68462159
2013-02-06,2308,0,3245.0,6.0,150,6,2013,0,8.413497069,0.864354467,-3.277851536
2013-02-06,2808,0,8991.0,26.0,270,6,2013,0,18.75041224,0.657725034,6.591862729
2013-02-06,5822,0,5245.0,6.0,175,6,2013,0,10.24038462,0.679191724,-4.919576339
2013-02-06,7856,0,7191.0,10.0,252,6,2013,0,12.63820278,0.494226659,-3.132429435
2013-02-06,17717,0,748.0,6.0,158,6,2013,0,4.346153846,2.624465177,-0.970619023
2013-02-06,20949,0,191.0,315.0,2769,6,2013,0,149.7754855,6.001324992,159.2231895
2013-02-07,2308,0,3579.1,6.0,180,6,2013,0,8.413497069,-0.566187168,-1.8473099
2013-02-07,2808,0,15984.0,17.62869495,480,6,2013,0,18.76002762,0.25835766,-1.389690328
2013-02-07,5822,0,9341.0,11.0,315,6,2013,0,10.04807692,0.386572469,0.565350608
2013-02-07,7856,0,6392.0,11.0,224,6,2013,0,12.62858739,-0.4942885,-1.134298891
2013-02-07,17717,0,1794.0,2.0,158,6,2013,0,4.336538462,-0.511927654,-1.824610807
2013-02-07,20949,0,176.0,218.0,2556,6,2013,0,150.74131,-13.53844303,80.79713304
2013-02-08,2308,0,1947.0,4.0,90,6,2013,0,8.428364078,-0.453249495,-3.975114583
2013-02-08,2808,0,4731.0,6.0,150,6,2013,0,18.78340616,-1.129320779,-11.65408538
2013-02-08,4870,0,6392.0,11.0,184,6,2013,0,8.845582494,-1.09406779,3.248485296
2013-02-08,5822,0,11415.0,16.0,385,6,2013,0,9.942307692,0.239145521,5.818546787
2013-02-08,7856,0,6064.0,8.0,224,6,2013,0,12.55166431,1.236837302,-5.788501616
2013-02-08,17717,0,350.0,1.0,79,6,2013,0,4.336538462,1.252136117,-4.588674579
2013-02-08,20949,0,173.0,277.0,2485,6,2013,0,151.7071345,-12.01947994,137.3123455
2013-02-09,2308,0,5841.0,9.0,270,6,2013,1,8.443231087,0.178974409,0.377794504
2013-02-09,2808,0,11988.0,17.57246816,360,6,2013,1,18.74273414,0.568014356,-1.738280326
2013-02-09,4181,0,8991.0,13.0,675,6,2013,1,10.11414955,0.527964165,2.357886287
2013-02-09,4870,0,8998.0,16.0,276,6,2013,1,8.89454037,-0.056141989,7.16160162
2013-02-09,5822,0,7343.0,9.0,245,6,2013,1,9.990384615,-2.112608349,1.122223734
2013-02-09,7856,0,8579.34,20.0,308,6,2013,1,12.53243355,-0.200569832,7.668136287
2013-02-09,17717,0,823.5,3.0,158,6,2013,1,4.375,-1.689382026,0.314382026
2013-02-09,20949,0,185.94,418.0,2698,6,2013,1,152.6729589,4.328345576,260.9986955
2013-02-10,2308,0,3894.0,6.0,180,6,2013,1,8.429408227,-0.375822215,-2.053586012
2013-02-10,2808,0,5994.0,8.0,180,6,2013,1,18.74881426,-0.826656313,-9.922157951
2013-02-10,3732,0,94994.95,22.54710227,703,6,2013,1,17.11575089,-0.154731204,5.586082584
2013-02-10,3734,0,51543.57,15.77998626,460,6,2013,1,12.99641295,-0.502008809,3.285582123
2013-02-10,4181,0,9810.0,13.0,675,6,2013,1,10.13386178,2.08923215,0.776906066
2013-02-10,4870,0,10891.0,17.0,322,6,2013,1,8.943498245,1.718345308,6.338156447
2013-02-10,5822,0,5121.0,6.0,175,6,2013,1,10.03846154,-0.961030059,-3.077431479
2013-02-10,7856,0,7191.0,10.0,252,6,2013,1,12.55166431,0.12619841,-2.677862724
2013-02-10,17717,0,300.0,1.0,79,6,2013,1,4.423076923,0.268937146,-3.692014069
2013-02-10,20949,0,171.0,164.0,2485,6,2013,1,153.6387834,-5.249377921,15.6105945
2013-02-11,2308,0,6490.0,11.0,300,7,2013,0,8.309816136,0.349851853,2.340332011
2013-02-11,2808,0,14721.0,21.0,450,7,2013,0,18.69394495,0.010283582,2.295771471
2013-02-11,3732,0,69883.0,22.39579693,513,7,2013,0,17.06647184,-0.106260484,5.435585572
2013-02-11,3734,0,85352.0,15.68348218,759,7,2013,0,12.96724963,-0.29926492,3.015497472
2013-02-11,4181,0,9427.0,9.0,675,7,2013,0,10.15357402,1.28511552,-2.43868954
2013-02-11,4870,0,13583.0,9.1041497,391,7,2013,0,8.992456121,1.289692154,-1.177998575
